时间,XX进口压力,XX出口压力,XX进口温度,XX出口温度,XX过滤器压差1号,XX过滤器压差2号,XX天然气泄漏浓度1号,XX天然气泄漏浓度2号,XX1号流量计温度,XX1号流量计压力,XX1号流量计工况瞬时流量,XX1号流量计标况瞬时流量,XX1号流量计工况累计流量,XX1号流量计标况累计流量,XX2号流量计温度,XX2号流量计压力,XX2号流量计工况瞬时流量,XX2号流量计标况瞬时流量,XX2号流量计工况累计流量,XX2号流量计标况累计流量
2023-04-0513:01:39,3.49,218.45,16.5,0.46,19.53,19.03,0,0.08,13.26,310.62,0,0,64671340,133277752,0.55,318.54,1876.2,6361.4,77746448,256692960
2023-04-0513:06:40,3.49,220.25,16.51,0.48,11.91,11.35,0,0.02,13.27,310.62,0,0,64671340,133277752,0.64,320.68,1368.1,4668.65,77746568,256693376
2023-04-0513:11:42,3.49,217.08,16.5,0.4,20.88,20.41,0,0,13.26,310.62,0,0,64671340,133277752,0.47,317.54,1999.9,6761.46,77746712,256693856
2023-04-0513:16:37,3.49,218.42,16.49,0.38,20.32,19.84,0,0.08,13.25,310.61,0,0,64671340,133277752,0.47,318.84,1993,6765.73,77746848,256694336
2023-04-0513:21:38,3.49,221.56,16.5,0.38,13.42,12.89,0,0.09,13.23,310.59,0,0,64671340,133277752,0.51,321.56,1777.7,6085.95,77746976,256694768
2023-04-0513:26:50,3.49,217.78,16.5,0.43,15.96,15.45,0,0.01,13.2,310.57,0,0,64671340,133277752,0.55,318.93,1552.5,5270.45,77747088,256695152
2023-04-0513:31:46,3.49,219.92,16.49,0.32,15.84,15.33,0,0.06,13.18,310.56,0,0,64671340,133277752,0.42,320.84,1631.7,5575.35,77747264,256695728
2023-04-0513:36:42,3.48,219.31,16.48,0.22,23.42,22.99,0,0.19,13.15,310.54,0,0,64671340,133277752,0.28,319.66,2206.8,7516.29,77747440,256696336
2023-04-0513:41:38,3.48,219.43,16.5,0.22,22.36,21.91,0,0,13.11,310.52,0,0,64671340,133277752,0.3,319.79,2141.2,7295.24,77747616,256696944
2023-04-0513:46:39,3.48,219.31,16.5,0.23,21.14,20.67,0,0,13.09,310.49,0,0,64671340,133277752,0.29,319.91,2021,6888.72,77747800,256697568
2023-04-0513:51:40,3.48,217.54,16.5,0.16,27,26.6,0,0.05,13.07,310.47,0,0,64671340,133277752,0.23,317.79,2451,8300.87,77747984,256698176
2023-04-0513:56:41,3.48,217.84,16.5,0.16,26.14,25.72,0,0,13.04,310.44,0,0,64671340,133277752,0.23,318.32,2370.3,8040.93,77748192,256698880
2023-04-0514:01:37,3.48,218.42,16.51,0.16,25.13,24.71,0,0.08,13.03,310.42,0,0,64671340,133277752,0.22,318.65,2304,7824.38,77748384,256699536
2023-04-0514:06:39,3.48,218.06,16.5,0.16,26.34,25.92,0,0.06,13,310.39,0,0,64671340,133277752,0.23,318.4,2399.9,8143.24,77748568,256700176
2023-04-0514:11:40,3.48,218.09,16.53,0.18,25.39,24.97,0,0.05,12.96,310.35,0,0,64671340,133277752,0.24,318.47,2322.5,7882.12,77748768,256700848
2023-04-0514:16:41,3.48,218.6,16.53,0.18,24.64,24.22,0,0.02,12.94,310.3,0,0,64671340,133277752,0.26,318.95,2276.6,7737.32,77748952,256701472
2023-04-0514:21:42,3.48,218.21,16.53,0.2,24.49,24.06,0,0,12.93,310.27,0,0,64671340,133277752,0.27,318.54,2258.8,7666.86,77749128,256702080
2023-04-0514:26:48,3.48,217.78,16.51,0.2,25.73,25.32,0,0,12.89,310.25,0,0,64671340,133277752,0.27,318.14,2351,7969.74,77749312,256702688
2023-04-0514:31:44,3.49,218.6,16.56,0.36,15.16,14.65,0,0.01,12.88,310.24,0,0,64671340,133277752,0.46,319.16,1324.1,4500,77749488,256703296
2023-04-0514:36:40,3.48,216.9,16.53,0.24,26.23,25.83,0,0.02,12.9,310.2,0,0,64671340,133277752,0.29,317.25,2380.1,8045.09,77749664,256703872
2023-04-0514:41:41,3.48,218.27,16.53,0.21,25.28,24.85,0,0,12.87,310.19,0,0,64671340,133277752,0.28,318.52,2313.2,7850.74,77749856,256704560
2023-04-0514:46:38,3.48,218.6,16.53,0.21,25.11,24.68,0,0,12.86,310.15,0,0,64671340,133277752,0.27,318.98,2294.8,7799.77,77750048,256705200
2023-04-0514:51:39,3.48,219.21,16.53,0.22,22.95,22.49,0,0,12.84,310.14,0,0,64671340,133277752,0.29,319.6,2141.2,7291.34,77750240,256705856
2023-04-0514:56:39,3.48,217.23,16.55,0.21,25.8,25.36,0,0.04,12.82,310.12,0,0,64671340,133277752,0.27,317.68,2351,7958.29,77750432,256706496
2023-04-0515:01:41,3.48,218.36,16.56,0.22,23.88,23.44,0,0,12.78,310.1,0,0,64671340,133277752,0.3,318.74,2181.8,7409.37,77750624,256707136
2023-04-0515:06:42,3.48,217.08,16.53,0.18,26.14,25.72,0,0.2,12.79,310.07,0,0,64671340,133277752,0.27,317.41,2380.1,8049.85,77750808,256707776
2023-04-0515:11:38,3.48,219.18,16.57,0.24,21.26,20.79,0,0,12.77,310.07,0,0,64671340,133277752,0.32,319.6,1999.9,6809.41,77750992,256708400
2023-04-0515:16:39,3.48,219.46,16.55,0.24,22.34,21.87,0,0.06,12.77,310.07,0,0,64671340,133277752,0.3,320.06,2117.6,7221.01,77751168,256709008
2023-04-0515:21:40,3.48,218.6,16.55,0.26,22.59,22.13,0,0.11,12.76,310.05,0,0,64671340,133277752,0.33,319,2094.5,7117.8,77751352,256709616
2023-04-0515:26:51,3.48,219,16.55,0.25,23.24,22.77,0,0.13,12.75,310.05,0,0,64671340,133277752,0.34,319.44,2190,7452.32,77751512,256710160
2023-04-0515:31:43,3.48,219.21,16.55,0.24,23.59,23.14,0,0.05,12.73,310.05,0,0,64671340,133277752,0.3,319.49,2223.9,7570.08,77751712,256710848
2023-04-0515:36:38,3.48,219.89,16.55,0.24,22.12,21.64,0,0.14,12.72,310.03,0,0,64671340,133277752,0.33,320.19,2125.4,7249.71,77751888,256711456
2023-04-0515:41:39,3.48,218.24,16.56,0.22,24.24,23.8,0,0.07,12.72,310.02,0,0,64671340,133277752,0.32,318.54,2249.9,7635.26,77752064,256712032
2023-04-0515:46:41,3.48,219.89,16.56,0.21,22.94,22.47,0,0.02,12.7,310.02,0,0,64671340,133277752,0.28,320.08,2223.9,7584.47,77752248,256712672
2023-04-0515:51:42,3.48,220.44,16.58,0.24,20.44,19.95,0,0,12.69,310,0,0,64671340,133277752,0.33,320.99,2102.1,7188.23,77752432,256713296
2023-04-0515:56:38,3.48,219.06,16.57,0.25,22.66,22.19,0,0,12.68,309.98,0,0,64671340,133277752,0.34,319.47,2133.3,7260.19,77752600,256713872
2023-04-0516:01:39,3.48,219.49,16.56,0.28,19.77,19.25,0,0,12.66,309.98,0,0,64671340,133277752,0.39,320.04,1888.5,6437.31,77752768,256714448
2023-04-0516:06:40,3.48,218.7,16.56,0.26,23.23,22.77,0,0.16,12.64,309.97,0,0,64671340,133277752,0.32,319.2,2181.8,7419.42,77752952,256715056
2023-04-0516:11:41,3.48,217.84,16.56,0.26,23.83,23.38,0,0,12.64,309.93,0,0,64671340,133277752,0.34,318.29,2190,7425.45,77753120,256715648
2023-04-0516:16:38,3.48,218.12,16.56,0.24,24.08,23.64,0,0.11,12.64,309.93,0,0,64671340,133277752,0.3,318.6,2223.9,7548.85,77753312,256716288
2023-04-0516:21:38,3.47,218.09,16.56,0.24,24.55,24.13,0,0.07,12.64,309.92,0,0,64671340,133277752,0.33,318.03,2258.8,7652.86,77753488,256716896
2023-04-0516:26:49,3.47,218.15,16.56,0.28,22.55,22.08,0,0.04,12.63,309.9,0,0,64671340,133277752,0.35,318.54,2125.4,7211.97,77753632,256717376
2023-04-0516:31:46,3.47,218.39,16.55,0.26,24.09,23.66,0,0.02,12.62,309.88,0,0,64671340,133277752,0.32,318.69,2232.5,7579.67,77753840,256718080
2023-04-0516:36:42,3.48,216.93,16.57,0.36,19.25,18.74,0,0.02,12.61,309.85,0,0,64671340,133277752,0.46,317.74,1527.8,5168.96,77754000,256718624
2023-04-0516:41:38,3.47,219,16.54,0.3,23.07,22.61,0,0.03,12.6,309.85,0,0,64671340,133277752,0.36,319.4,2173.5,7394.61,77754176,256719248
2023-04-0516:46:39,3.48,218.97,16.57,0.44,13.86,13.31,0,0.05,12.58,309.83,0,0,64671340,133277752,0.54,319.73,1473.1,5013.81,77754320,256719712
2023-04-0516:51:40,3.47,218.27,16.56,0.47,15.58,15.06,0,0.14,12.55,309.82,0,0,64671340,133277752,0.57,318.91,1527.8,5186.04,77754440,256720128
2023-04-0516:56:41,3.47,221.05,16.55,0.46,13.1,12.55,0,0,12.53,309.82,0,0,64671340,133277752,0.55,321.58,1527.8,5229.79,77754568,256720576
2023-04-0517:01:38,3.47,219.92,16.53,0.48,14.18,13.63,0,0.14,12.5,309.82,0,0,64671340,133277752,0.57,320.48,1527.8,5211.58,77754712,256721056
2023-04-0517:06:38,3.46,218.15,16.51,0.48,16.56,16.03,0,0,12.47,309.8,0,0,64671340,133277752,0.58,318.58,1617.9,5486.02,77754840,256721488
2023-04-0517:11:39,3.46,220.8,16.5,0.48,15.75,15.22,0,0,12.44,309.75,0,0,64671340,133277752,0.55,321.27,1750.7,5987.02,77754968,256721936
2023-04-0517:16:41,3.44,217.78,16.49,0.42,22.36,21.89,0,0.07,12.42,309.75,0,0,64671340,133277752,0.48,318.36,2071.9,7023.18,77755128,256722480
2023-04-0517:21:42,3.44,219.06,16.46,0.44,20.88,20.39,0,0.04,12.39,309.7,0,0,64671340,133277752,0.51,319.2,2006.9,6820.06,77755288,256723024
2023-04-0517:26:47,3.43,221.6,16.48,0.52,14.25,13.71,0,0.01,12.38,309.68,0,0,64671340,133277752,0.61,321.76,1595.5,5463.34,77755424,256723456
2023-04-0517:31:44,3.42,218.97,16.46,0.59,16.3,15.77,0,0.14,12.36,309.67,0,0,64671340,133277752,0.69,319.73,1535.9,5224.57,77755560,256723936
2023-04-0517:36:40,3.41,219.89,16.45,0.63,16.69,16.19,0,0.03,12.36,309.65,0,0,64671340,133277752,0.71,320.06,1709.1,5819.29,77755696,256724416
2023-04-0517:41:41,3.4,220.07,16.43,0.65,16.73,16.21,0,0.06,12.34,309.63,0,0,64671340,133277752,0.72,320.44,1709.1,5826.06,77755832,256724864
2023-04-0517:46:37,3.4,219.79,16.44,0.69,14.08,13.54,0,0.13,12.32,309.63,0,0,64671340,133277752,0.82,320.77,1450.8,4948.76,77755968,256725344
2023-04-0517:51:39,3.39,219.49,16.44,0.77,15.85,15.31,0,0.01,12.32,309.62,0,0,64671340,133277752,0.85,320.1,1523.8,5186.25,77756112,256725808
2023-04-0517:56:40,3.38,218.24,16.42,0.77,18.89,18.39,0,0.02,12.3,309.6,0,0,64671340,133277752,0.85,318.76,1834.3,6217.04,77756248,256726288
2023-04-0518:01:41,3.37,219.95,16.41,0.8,17.63,17.13,0,0.04,12.27,309.56,0,0,64671340,133277752,0.89,320.63,1761.4,6004.04,77756392,256726768
2023-04-0518:06:42,3.36,220.28,16.41,0.85,17.35,16.85,0,0,12.25,309.55,0,0,64671340,133277752,0.92,320.66,1756,5985.67,77756528,256727248
2023-04-0518:11:38,3.35,220.41,16.41,0.89,17.13,16.63,0,0.02,12.25,309.53,0,0,64671340,133277752,0.97,321.03,1761.4,6009.8,77756680,256727760
2023-04-0518:16:39,3.35,217.96,16.42,0.93,19.63,19.14,0,0.02,12.23,309.53,0,0,64671340,133277752,1,318.42,1858,6286.95,77756832,256728256
2023-04-0518:21:40,3.34,218.67,16.43,0.98,18.79,18.3,0,0.09,12.22,309.5,0,0,64671340,133277752,1.06,319.22,1788.8,6066.75,77756968,256728736
2023-04-0518:26:51,3.34,218.7,16.42,0.98,22.01,21.55,0,0,12.22,309.48,0,0,64671340,133277752,1.02,318.91,2064.4,6995.65,77757112,256729216
2023-04-0518:31:43,3.33,220.13,16.44,0.99,19.49,18.99,0,0,12.21,309.46,0,0,64671340,133277752,1.03,320.77,1900.9,6478.99,77757288,256729824
2023-04-0518:36:38,3.33,218.73,16.44,1,19.67,19.18,0,0.01,12.2,309.45,0,0,64671340,133277752,1.08,319.55,1788.8,6072.54,77757448,256730368
2023-04-0518:41:40,3.32,217.32,16.43,0.95,26.82,26.4,0,0.1,12.17,309.43,0,0,64671340,133277752,1.01,317.83,2351,7939.58,77757616,256730944
2023-04-0518:46:41,3.32,219.15,16.43,0.93,24.19,23.74,0,0,12.14,309.4,0,0,64671340,133277752,1,319.84,2133.3,7250.78,77757808,256731584
2023-04-0518:51:42,3.33,220.65,16.46,1.03,16.73,16.22,0,0.03,12.09,309.36,0,0,64671340,133277752,1.1,321.72,1650.4,5640.58,77757984,256732160
2023-04-0518:56:38,3.32,218.91,16.46,1.03,22.71,22.25,0,0.05,12.07,309.33,0,0,64671340,133277752,1.07,319.46,2071.9,7031.57,77758144,256732704
2023-04-0519:01:39,3.32,220.19,16.47,1.01,23.64,23.18,0,0.14,12.05,309.3,0,0,64671340,133277752,1.04,320.06,2206.8,7504.35,77758312,256733280
2023-04-0519:06:40,3.32,219.95,16.47,1.01,21.73,21.25,0,0,12,309.26,0,0,64671340,133277752,1.04,320.44,1993,6785.44,77758480,256733872
2023-04-0519:11:41,3.33,217.81,16.48,1.03,22.68,22.22,0,0.05,11.97,309.25,0,0,64671340,133277752,1.1,318.6,1828.5,6188.1,77758640,256734416
2023-04-0519:16:37,3.32,220.25,16.48,1.02,23.32,22.86,0,0,11.95,309.21,0,0,64671340,133277752,1.07,320.37,2215.3,7539.64,77758808,256734992
2023-04-0519:21:39,3.33,219.92,16.51,1.05,19.89,19.4,0,0.06,11.96,309.2,0,0,64671340,133277752,1.1,320.66,1864,6349.19,77758968,256735536
2023-04-0519:26:49,3.33,219.61,16.5,1.03,19.76,19.26,0,0.02,11.95,309.18,0,0,64671340,133277752,1.1,320.83,1858,6331.98,77759120,256736048
2023-04-0519:31:46,3.33,218.39,16.51,1.03,22.64,22.17,0,0,11.96,309.18,0,0,64671340,133277752,1.09,319.04,2021,6849.31,77759296,256736656
2023-04-0519:36:42,3.33,217.81,16.5,1.01,25.32,24.89,0,0,11.92,309.16,0,0,64671340,133277752,1.03,318.47,2258.8,7643.32,77759480,256737264
2023-04-0519:41:38,3.33,218.06,16.51,0.97,28.07,27.65,0,0.07,11.92,309.13,0,0,64671340,133277752,1.02,318.56,2440.6,8261.16,77759664,256737872
2023-04-0519:46:39,3.33,217.08,16.51,0.95,30.63,30.25,0,0.01,11.9,309.13,0,0,64671340,133277752,1,317.39,2559.9,8633.8,77759856,256738544
2023-04-0519:51:40,3.34,218.85,16.53,0.97,25.76,25.34,0,0.07,11.87,309.13,0,0,64671340,133277752,1.03,318.8,2313.2,7835.29,77760032,256739136
2023-04-0519:56:41,3.35,220.25,16.54,1.03,18.64,18.14,0,0.08,11.87,309.13,0,0,64671340,133277752,1.06,321.1,1805.6,6159.93,77760192,256739680
2023-04-0520:01:37,3.35,218.6,16.52,1,22.07,21.59,0,0.01,11.84,309.11,0,0,64671340,133277752,1.07,319.26,2013.9,6830.84,77760360,256740256
2023-04-0520:06:39,3.35,218.6,16.53,1,21.69,21.23,0,0,11.82,309.08,0,0,64671340,133277752,1.03,319.33,1979.3,6716,77760520,256740800
2023-04-0520:11:40,3.35,220.22,16.53,0.97,18.64,18.17,0,0.06,11.79,309.06,0,0,64671340,133277752,1.02,321.25,1888.5,6446.62,77760680,256741344
2023-04-0520:16:41,3.35,219.49,16.53,0.98,20.19,19.71,0,0.05,11.77,309.04,0,0,64671340,133277752,1.03,320.44,1894.7,6451.39,77760840,256741888
2023-04-0520:21:42,3.35,218.06,16.52,0.95,23.21,22.74,0,0,11.77,309.03,0,0,64671340,133277752,1,318.98,2049.8,6948.41,77761008,256742464
2023-04-0520:26:48,3.35,218.76,16.51,0.93,24.42,23.96,0,0,11.75,309.03,0,0,64671340,133277752,0.98,319.27,2215.3,7516.31,77761160,256742976
2023-04-0520:31:45,3.35,218.24,16.54,0.95,23.22,22.74,0,0.16,11.75,309.03,0,0,64671340,133277752,1,319.2,1932.8,6556.36,77761360,256743648
2023-04-0520:36:40,3.35,219.03,16.53,0.93,22.07,21.61,0,0,11.75,308.99,0,0,64671340,133277752,1,320.3,2006.9,6831.1,77761536,256744256
2023-04-0520:41:41,3.35,218.21,16.53,0.93,24.75,24.31,0,0.08,11.72,308.99,0,0,64671340,133277752,0.97,318.89,2198.4,7450.31,77761712,256744832
2023-04-0520:46:37,3.35,221.35,16.53,0.94,17.34,16.84,0,0,11.71,308.98,0,0,64671340,133277752,1.02,322.03,1714.2,5866,77761880,256745424
2023-04-0520:51:39,3.35,218.97,16.54,0.93,21.84,21.36,0,0.02,11.7,308.96,0,0,64671340,133277752,1.01,319.4,2013.9,6835.53,77762040,256745968
2023-04-0520:56:40,3.35,218.85,16.54,0.93,21.49,21,0,0.06,11.69,308.94,0,0,64671340,133277752,0.98,319.62,1986.1,6746.54,77762192,256746480
2023-04-0521:01:41,3.35,221.14,16.54,0.93,17.47,16.97,0,0.05,11.69,308.96,0,0,64671340,133277752,1.01,321.94,1766.8,6044.52,77762360,256747056
2023-04-0521:06:42,3.35,220.41,16.54,0.97,18.06,17.55,0,0.08,11.66,308.94,0,0,64671340,133277752,1.03,320.94,1772.2,6043.62,77762512,256747568
2023-04-0521:11:38,3.35,217.17,16.55,0.94,24.24,23.81,0,0.05,11.66,308.93,0,0,64671340,133277752,0.97,318,2117.6,7156.34,77762656,256748080
2023-04-0521:16:39,3.35,218.76,16.53,0.89,23.86,23.42,0,0,11.67,308.91,0,0,64671340,133277752,0.94,319.66,2141.2,7274.7,77762848,256748720
2023-04-0521:21:40,3.35,218.91,16.53,0.87,26.34,25.92,0,0,11.66,308.89,0,0,64671340,133277752,0.91,319.38,2322.5,7884.7,77763040,256749360
2023-04-0521:26:50,3.35,219,16.54,0.88,25.22,24.8,0,0.06,11.67,308.89,0,0,64671340,133277752,0.91,319.55,2267.7,7703.21,77763200,256749904
2023-04-0521:31:43,3.35,218.76,16.54,0.89,24.33,23.9,0,0.04,11.65,308.86,0,0,64671340,133277752,0.94,319.44,2198.4,7464.44,77763400,256750592
2023-04-0521:36:38,3.36,217.48,16.57,0.84,29.43,29.02,0,0,11.62,308.83,0,0,64671340,133277752,0.88,318.14,2537.4,8581.69,77763592,256751232
2023-04-0521:41:39,3.37,217.99,16.6,0.8,28.71,28.31,0,0.16,11.61,308.81,0,0,64671340,133277752,0.82,318.76,2472,8378.67,77763792,256751904
2023-04-0521:46:41,3.39,219.21,16.63,0.76,27.13,26.73,0,0.03,11.61,308.81,0,0,64671340,133277752,0.79,319.97,2380.1,8098.74,77764000,256752624
2023-04-0521:51:42,3.4,218.6,16.64,0.7,27.95,27.55,0,0,11.57,308.81,0,0,64671340,133277752,0.72,319.51,2440.6,8294.86,77764200,256753296
2023-04-0521:56:38,3.42,217.63,16.67,0.62,28.25,27.85,0,0.02,11.55,308.79,0,0,64671340,133277752,0.66,318.38,2472,8373.97,77764400,256753984
2023-04-0522:01:39,3.44,218.82,16.68,0.58,27.38,26.96,0,0.06,11.53,308.78,0,0,64671340,133277752,0.59,319.6,2420.1,8231.77,77764608,256754688
2023-04-0522:06:40,3.46,218.67,16.72,0.5,26.9,26.5,0,0.14,11.52,308.79,0,0,64671340,133277752,0.53,319.49,2390,8128.41,77764808,256755376
2023-04-0522:11:41,3.46,218.45,16.7,0.45,26.77,26.37,0,0.1,11.52,308.79,0,0,64671340,133277752,0.49,319.33,2380.1,8091.74,77765008,256756048
2023-04-0522:16:37,3.47,220.04,16.68,0.48,19.93,19.43,0,0.09,11.5,308.78,0,0,64671340,133277752,0.53,320.61,1986.1,6778.55,77765168,256756592
2023-04-0522:21:38,3.47,216.68,16.7,0.44,26.34,25.93,0,0.1,11.48,308.78,0,0,64671340,133277752,0.49,317.3,2071.9,6999.41,77765320,256757104
2023-04-0522:26:49,3.48,217.08,16.68,0.36,26.33,25.92,0,0.02,11.46,308.78,0,0,64671340,133277752,0.39,318.01,2322.5,7866.35,77765504,256757712
2023-04-0522:31:46,3.48,218.24,16.68,0.31,25.84,25.42,0,0.2,11.45,308.76,0,0,64671340,133277752,0.35,318.93,2341.4,7954.93,77765712,256758432
2023-04-0522:36:42,3.48,218.88,16.66,0.29,25.02,24.58,0,0.02,11.44,308.74,0,0,64671340,133277752,0.33,319.75,2267.7,7724.96,77765912,256759120
2023-04-0522:41:38,3.48,219.76,16.66,0.27,24.64,24.22,0,0.06,11.42,308.73,0,0,64671340,133277752,0.3,320.53,2276.6,7775.2,77766096,256759760
2023-04-0522:46:39,3.48,219.58,16.64,0.27,23.35,22.9,0,0.01,11.37,308.69,0,0,64671340,133277752,0.3,320.42,2157.3,7365.21,77766288,256760400
2023-04-0522:51:40,3.48,217.48,16.63,0.24,27.38,26.97,0,0.07,11.35,308.64,0,0,64671340,133277752,0.27,318.2,2451,8310.09,77766480,256761056
2023-04-0522:56:42,3.48,218.67,16.64,0.24,25.84,25.41,0,0.06,11.34,308.64,0,0,64671340,133277752,0.29,319.37,2331.9,7934.75,77766680,256761728
2023-04-0523:01:37,3.48,217.78,16.64,0.22,27.55,27.15,0,0.05,11.33,308.62,0,0,64671340,133277752,0.24,318.67,2451,8323.39,77766888,256762448
2023-04-0523:06:38,3.48,217.69,16.64,0.22,26.92,26.52,0,0,11.32,308.59,0,0,64671340,133277752,0.26,318.6,2390,8113.78,77767088,256763120
2023-04-0523:11:39,3.48,217.96,16.63,0.2,28.35,27.95,0,0.08,11.3,308.59,0,0,64671340,133277752,0.23,318.63,2504.3,8503.72,77767288,256763808
2023-04-0523:16:41,3.48,219.58,16.63,0.2,26.97,26.55,0,0.2,11.29,308.57,0,0,64671340,133277752,0.23,320.17,2482.7,8470.99,77767512,256764544
2023-04-0523:21:42,3.48,217.17,16.62,0.2,28.18,27.78,0,0,11.3,308.56,0,0,64671340,133277752,0.23,318.03,2493.5,8451.04,77767696,256765200
2023-04-0523:26:48,3.48,219.52,16.61,0.22,24.76,24.32,0,0.13,11.28,308.52,0,0,64671340,133277752,0.26,320.48,2258.8,7714.27,77767888,256765840
2023-04-0523:31:45,3.48,219.95,16.63,0.2,25.66,25.23,0,0.05,11.29,308.51,0,0,64671340,133277752,0.24,320.59,2430.3,8303.46,77768112,256766592
2023-04-0523:36:40,3.48,216.62,16.62,0.18,29.67,29.26,0,0.02,11.27,308.49,0,0,64671340,133277752,0.23,317.26,2559.9,8655.15,77768312,256767264
2023-04-0523:41:42,3.48,219.67,16.63,0.19,26.61,26.19,0,0,11.24,308.46,0,0,64671340,133277752,0.22,320.37,2399.9,8193.9,77768520,256767984
2023-04-0523:46:37,3.49,217.23,16.65,0.26,24.31,23.88,0,0.02,11.22,308.44,0,0,64671340,133277752,0.3,318.07,2079.3,7046.22,77768688,256768560
2023-04-0523:51:38,3.48,217.69,16.62,0.18,28.7,28.3,0,0,11.2,308.42,0,0,64671340,133277752,0.22,318.58,2526.3,8577.44,77768888,256769248
2023-04-0523:56:40,3.48,219.28,16.61,0.17,27.38,26.96,0,0,11.19,308.39,0,0,64671340,133277752,0.22,319.99,2493.5,8503.45,77769104,256769952
2023-04-0600:01:41,3.48,217.75,16.62,0.16,28.85,28.45,0,0.02,11.15,308.37,0,0,64671340,133277752,0.18,318.42,2537.4,8611.96,77769312,256770672
2023-04-0600:06:42,3.48,219.61,16.62,0.17,26.27,25.84,0,0,11.14,308.34,0,0,64671340,133277752,0.21,320.44,2410,8230.75,77769520,256771376
2023-04-0600:11:38,3.48,217.9,16.61,0.16,28.57,28.16,0,0.1,11.12,308.32,0,0,64671340,133277752,0.2,318.43,2515.2,8536.46,77769728,256772096
2023-04-0600:16:39,3.48,219.49,16.62,0.16,27.23,26.8,0,0,11.1,308.31,0,0,64671340,133277752,0.18,320.15,2451,8364.03,77769936,256772816
2023-04-0600:21:40,3.48,218.06,16.61,0.14,27.87,27.45,0,0.03,11.06,308.29,0,0,64671340,133277752,0.21,318.87,2461.5,8365.43,77770144,256773488
2023-04-0600:26:50,3.48,218.91,16.62,0.12,29.4,28.98,0,0,11.05,308.27,0,0,64671340,133277752,0.14,319.29,2606.3,8871.45,77770336,256774176
2023-04-0600:31:43,3.48,220.68,16.61,0.09,22.5,22.03,0,0,11.03,308.22,0,0,64671340,133277752,0.15,321.39,2125.4,7282.44,77770560,256774912
2023-04-0600:36:39,3.48,217.29,16.61,-0.01,29.41,29.01,0,0,11.03,308.21,0,0,64671340,133277752,0.02,317.9,2571.4,8718.51,77770768,256775632
2023-04-0600:41:40,3.48,217.44,16.61,-0.04,29.62,29.22,0,0.02,11.01,308.19,0,0,64671340,133277752,-0.02,317.92,2582.9,8759.31,77770976,256776336
2023-04-0600:46:41,3.48,219.21,16.61,-0.04,27.03,26.61,0,0,10.99,308.17,0,0,64671340,133277752,0.01,319.97,2390,8156.4,77771184,256777024
2023-04-0600:51:38,3.48,216.68,16.61,-0.04,29.98,29.58,0,0,10.98,308.14,0,0,64671340,133277752,-0.01,317.45,2582.9,8745.9,77771400,256777776
2023-04-0600:56:39,3.48,219.52,16.62,-0.03,27.97,27.54,0,0.09,10.94,308.14,0,0,64671340,133277752,-0.02,320.02,2493.5,8511.98,77771608,256778480
2023-04-0601:01:39,3.48,217.44,16.61,-0.05,29.68,29.28,0,0.03,10.93,308.14,0,0,64671340,133277752,-0.01,318.16,2582.9,8765.51,77771824,256779200
2023-04-0601:06:41,3.48,217.75,16.62,-0.04,29.03,28.62,0,0,10.94,308.12,0,0,64671340,133277752,-0.01,318.49,2526.3,8582.29,77772032,256779920
2023-04-0601:11:42,3.48,218.39,16.64,-0.04,28.14,27.73,0,0.02,10.92,308.1,0,0,64671340,133277752,0.01,319.22,2461.5,8380.74,77772240,256780624
2023-04-0601:16:38,3.48,218.76,16.61,-0.04,28.68,28.27,0,0.02,10.91,308.09,0,0,64671340,133277752,-0.02,319.44,2504.3,8533.25,77772448,256781344
2023-04-0601:21:39,3.48,218.91,16.63,-0.05,27.93,27.52,0,0.03,10.9,308.05,0,0,64671340,133277752,0.01,319.82,2451,8360.72,77772656,256782064
2023-04-0601:26:49,3.48,219.31,16.63,-0.04,28.5,28.08,0,0.06,10.88,308.04,0,0,64671340,133277752,-0.02,319.88,2537.4,8657.88,77772848,256782704
2023-04-0601:31:46,3.49,219.28,16.65,0.06,17.6,17.09,0,0.02,10.86,308,0,0,64671340,133277752,0.14,319.99,1599.9,5457.99,77773032,256783328
2023-04-0601:36:37,3.49,217.32,16.63,0,27.99,27.58,0,0.12,10.83,307.99,0,0,64671340,133277752,0.05,317.68,2451,8303.57,77773200,256783904
2023-04-0601:41:39,3.48,218.91,16.61,-0.04,29.26,28.83,0,0.02,10.82,307.97,0,0,64671340,133277752,-0.01,319.35,2582.9,8798.13,77773408,256784608
2023-04-0601:46:40,3.48,217.2,16.61,-0.05,29.86,29.45,0,0.02,10.81,307.99,0,0,64671340,133277752,-0.02,317.89,2594.5,8797.53,77773616,256785328
2023-04-0601:51:41,3.48,217.81,16.63,-0.05,28.45,28.05,0,0,10.8,307.99,0,0,64671340,133277752,-0.01,318.62,2440.6,8295.08,77773832,256786048
2023-04-0601:56:37,3.49,219.67,16.63,-0.01,23.54,23.08,0,0.11,10.77,307.97,0,0,64671340,133277752,0.05,320.15,2157.3,7365.88,77774016,256786688
2023-04-0602:01:38,3.49,218.88,16.63,0.01,22.7,22.23,0,0,10.78,307.95,0,0,64671340,133277752,0.08,319.58,2109.8,7189.96,77774192,256787264
2023-04-0602:06:39,3.48,216.68,16.61,-0.02,29.29,28.88,0,0.23,10.76,307.94,0,0,64671340,133277752,0.03,317.41,2515.2,8514.75,77774384,256787920
